Time,Open,High,Low,Close,Volume
2012-03-26,1580.0,1580.0,1580.0,1580.0,50.0
2012-03-27,1580.0,1581.0,1580.0,1580.0,22.0
2012-03-28,1556.0,1556.0,1556.0,1556.0,49.0
2012-03-30,1540.0,1551.0,1502.0,1540.0,324.0
2012-04-02,1555.0,1573.0,1555.0,1555.0,84.0
2012-04-03,1609.0,1609.0,1574.0,1609.0,230.0
2012-04-04,1580.0,1580.0,1580.0,1580.0,5.0
2012-04-05,1599.0,1604.0,1597.0,1599.0,63.0
2012-04-06,1560.0,1560.0,1554.0,1560.0,299.0
2012-04-09,1647.0,1647.0,1560.0,1647.0,71.0
2012-04-13,1470.0,1493.0,1470.0,1470.0,180.0
2012-04-16,1545.0,1545.0,1545.0,1545.0,1.0
2012-04-17,1457.0,1457.0,1457.0,1457.0,13.0
2012-04-19,1539.0,1539.0,1539.0,1539.0,10.0
2012-04-20,1595.0,1595.0,1595.0,1595.0,100.0
2012-04-25,1503.0,1503.0,1503.0,1503.0,14.0
2012-04-26,1550.0,1550.0,1550.0,1550.0,60.0
2012-04-27,1590.0,1590.0,1590.0,1590.0,50.0
2012-05-10,1579.0,1579.0,1579.0,1579.0,40.0
2012-05-11,1589.0,1589.0,1589.0,1589.0,50.0
2012-05-23,1595.0,1595.0,1494.0,1595.0,30.0
2012-05-24,1595.0,1595.0,1595.0,1595.0,2.0
2012-05-29,1587.0,1587.0,1587.0,1587.0,78.0
2012-06-01,1589.0,1589.0,1588.0,1589.0,135.0
2012-06-05,1589.0,1589.0,1589.0,1589.0,65.0
2012-06-11,1590.0,1590.0,1590.0,1590.0,200.0
2012-06-12,1600.0,1600.0,1585.0,1600.0,11898.0
2012-06-13,1636.0,1636.0,1520.0,1636.0,7182.0
2012-06-14,1648.0,1648.0,1635.0,1648.0,130.0
2012-06-15,1649.0,1649.0,1601.0,1649.0,1080.0
2012-06-18,1680.0,1680.0,1649.0,1680.0,834.0
2012-06-19,1684.0,1685.0,1640.0,1684.0,890.0
2012-06-20,1685.0,1689.0,1684.0,1685.0,690.0
2012-06-21,1697.0,1700.0,1640.0,1697.0,819.0
2012-06-25,1612.0,1612.0,1612.0,1612.0,40.0
2012-06-26,1688.0,1688.0,1650.0,1688.0,53.0
2012-06-28,1688.0,1688.0,1688.0,1688.0,10.0
2012-06-29,1689.0,1689.0,1680.0,1689.0,15088.0
2012-07-06,1590.0,1590.0,1590.0,1590.0,164.0
2012-07-09,1590.0,1590.0,1590.0,1590.0,184.0
2012-07-10,1679.0,1679.0,1679.0,1679.0,14834.0
2012-07-11,1590.0,1590.0,1590.0,1590.0,11.0
2012-07-13,1590.0,1595.0,1590.0,1590.0,32.0
2012-07-19,1590.0,1590.0,1590.0,1590.0,20.0
2012-07-20,1520.0,1590.0,1520.0,1520.0,2288.0
2012-07-23,1523.0,1523.0,1523.0,1523.0,90.0
2012-07-24,1520.0,1520.0,1520.0,1520.0,50.0
2012-07-25,1453.0,1453.0,1453.0,1453.0,80.0
